Year,Country of origin,Country of origin (ISO),Continent of Origin,Least Developed Countries (LDC),Land Locked Developing Countries (LLDC),Small Island Developing States (SIDS),Economic Growth (from prior year),Population,% <$1.90 a day,% of Famine,Maternal Mortality (Deaths),Maternal Mortality per 100k,Suicide Mortality per 100k,Life Expectancy (Year),% Male (Pop),% Rural Population,Death Rate (Crude) per 1k,Birth Rate (Crude) Per 1k,Natural Increase (Crude) per 1k,% Crop Production to '14-16 ,Gov Education Budget (% of),Country of asylum,Country of asylum (ISO),Authority,Stage of procedure,Cases / Persons,Recognized decisions,Complementary protection,Rejected decisions,Otherwise closed,Total decisions
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Australia,AUS,G,FI,P,0,0,16,0,16
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Belgium,BEL,G,FI,P,10,0,75,16,101
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Canada,CAN,G,FI,P,72,0,57,23,152
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Cyprus,CYP,G,FI,P,0,0,5,5,10
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Czechia,CZE,G,FI,P,5,5,117,74,201
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Finland,FIN,G,FI,P,0,0,0,5,5
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,France,FRA,G,FI,P,5,0,87,0,92
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,10,0,33,12,55
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Greece,GRC,G,FI,P,0,0,32,30,62
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Croatia,HRV,G,FI,P,5,0,5,0,10
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Ireland,IRL,G,FI,P,0,0,16,0,16
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Italy,ITA,G,FI,P,0,0,11,0,11
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Liechtenstein,LIE,G,FI,P,0,0,5,0,5
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Lithuania,LTU,G,FI,P,5,0,0,0,5
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Netherlands,NLD,G,FI,P,0,0,33,0,33
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Norway,NOR,G,FI,P,0,0,16,10,26
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Poland,POL,G,FI,P,0,0,48,32,80
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Portugal,PRT,G,FI,P,0,0,0,5,5
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Russian Federation,RUS,G,FI,P,0,0,13,0,13
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Spain,ESP,G,FI,P,0,0,15,0,15
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Slovakia,SVK,G,FI,P,0,0,5,5,10
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Sweden,SWE,G,FI,P,0,0,91,24,115
2012,Ukraine,UKR,Europe,0,0,0,0.2%," 47,105,171 ",0.2%,2.5%,120 ,24 ,23 ,71 ,46%,31%,14.50,11.40,-3.10,84%,14%,Switzerland,CHE,G,FI,P,0,0,5,18,23
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Argentina,ARG,G,FI,P,11,0,0,0,11
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Australia,AUS,G,FI,P,0,0,14,0,14
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Belgium,BEL,G,FI,P,10,0,31,5,46
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Belarus,BLR,G,FI,P,0,0,5,0,5
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Bulgaria,BGR,G,FI,P,0,0,5,0,5
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Canada,CAN,G,FI,P,55,0,57,22,134
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Czechia,CZE,G,FI,P,10,0,92,69,171
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Denmark,DNK,G,FI,P,5,0,21,0,26
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Finland,FIN,G,FI,P,0,0,13,5,18
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,France,FRA,G,FI,P,12,0,97,0,109
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,10,0,21,14,45
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Greece,GRC,G,FI,P,0,0,27,16,43
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Hungary,HUN,G,FI,P,0,0,0,5,5
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Ireland,IRL,G,FI,P,0,0,0,11,11
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Italy,ITA,G,FI,P,5,15,18,0,38
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Liechtenstein,LIE,G,FI,P,0,0,0,5,5
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Lithuania,LTU,G,FI,P,5,0,0,0,5
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Netherlands,NLD,G,FI,P,0,5,38,0,43
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Norway,NOR,G,FI,P,0,5,14,10,29
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Peru,PER,G,FI,P,5,0,0,0,5
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Poland,POL,G,FI,P,0,13,38,27,78
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Romania,ROU,G,FI,P,0,0,10,0,10
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Russian Federation,RUS,G,FI,P,0,0,10,5,15
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Spain,ESP,G,FI,P,0,0,11,0,11
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Slovakia,SVK,G,FI,P,0,0,0,5,5
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Slovenia,SVN,G,FI,P,0,0,0,5,5
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Sweden,SWE,G,FI,P,0,12,72,43,127
2013,Ukraine,UKR,Europe,0,0,0,0.0%," 47,105,171 ",0.2%,2.5%,110 ,23 ,23 ,71 ,46%,31%,14.60,11.10,-3.50,100%,14%,Switzerland,CHE,G,FI,P,0,14,0,33,47
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 47,105,171 ",0.2%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Argentina,ARG,G,FI,P,0,0,5,0,5
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 47,105,171 ",0.2%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Armenia,ARM,G,FI,P,43,0,0,46,89
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 47,105,171 ",0.2%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Australia,AUS,G,FI,P,0,0,13,0,13
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 47,105,171 ",0.2%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Azerbaijan,AZE,G,FI,P,0,0,59,10,69
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 47,105,171 ",0.2%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Belgium,BEL,G,FI,P,12,0,130,70,212
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Belarus,BLR,G,FI,P,0,284,31,181,496
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Bulgaria,BGR,G,FI,P,0,0,0,11,11
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Canada,CAN,G,FI,P,214,0,132,23,369
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Costa Rica,CRI,G,FI,P,5,0,0,0,5
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Cyprus,CYP,G,FI,P,0,0,0,10,10
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Czechia,CZE,G,FI,P,25,119,106,120,370
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Denmark,DNK,G,FI,P,0,0,10,0,10
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Estonia,EST,G,FI,P,0,0,0,14,14
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Finland,FIN,G,FI,P,0,5,200,54,259
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,France,FRA,G,FI,P,20,0,171,0,191
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,0,5,153,56,214
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Georgia,GEO,G,FI,P,0,0,5,62,67
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Greece,GRC,G,FI,P,0,5,79,40,124
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Croatia,HRV,G,FI,P,0,0,5,5,10
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Hungary,HUN,G,FI,P,0,0,18,21,39
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Iceland,ISL,G,FI,P,0,5,5,0,10
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Ireland,IRL,G,FI,P,5,0,21,5,31
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Italy,ITA,G,FI,P,10,155,80,0,245
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Kazakhstan,KAZ,G,FI,P,0,0,82,10,92
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Liechtenstein,LIE,G,FI,P,0,0,0,5,5
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Lithuania,LTU,G,FI,P,0,29,5,12,46
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Luxembourg,LUX,G,FI,P,0,0,0,5,5
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Latvia,LVA,G,FI,P,0,0,5,15,20
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Rep. of Moldova,MDA,G,FI,P,0,17,16,18,51
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Malta,MLT,G,FI,P,0,27,0,18,45
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Netherlands,NLD,G,FI,P,5,0,153,0,158
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Norway,NOR,G,FI,P,0,0,77,40,117
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Poland,POL,G,FI,P,0,5,645,373,1023
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Portugal,PRT,G,FI,P,0,18,0,5,23
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Romania,ROU,G,FI,P,0,16,5,10,31
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,South Africa,ZAF,G,FI,P,5,0,0,0,5
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Russian Federation,RUS,G,FI,P,241,0,3886,0,4127
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Serbia and Kosovo: S/RES/1244 (1999),SRB,G,FI,P,0,0,0,5,5
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Spain,ESP,G,FI,P,0,0,79,0,79
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Slovakia,SVK,G,FI,P,0,0,5,5,10
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Slovenia,SVN,G,FI,P,0,0,10,0,10
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Sweden,SWE,G,FI,P,10,23,162,234,429
2014,Ukraine,UKR,Europe,0,0,0,-10.1%," 46,787,786 ",0.1%,2.5%,110 ,24 ,24 ,71 ,46%,31%,14.70,10.80,-3.90,100%,13%,Switzerland,CHE,G,FI,P,0,0,92,25,117
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Argentina,ARG,G,FI,P,23,0,10,16,49
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Armenia,ARM,G,FI,P,68,0,14,36,118
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Australia,AUS,G,FI,P,5,0,0,5,10
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Azerbaijan,AZE,G,FI,P,0,0,23,10,33
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Belgium,BEL,G,FI,P,73,42,303,26,444
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Belarus,BLR,G,FI,P,0,805,31,100,936
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Brazil,BRA,G,FI,P,5,0,0,0,5
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Bulgaria,BGR,G,FI,P,0,0,40,17,57
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Canada,CAN,G,FI,P,188,0,127,10,325
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Costa Rica,CRI,G,FI,P,10,0,0,0,10
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Cyprus,CYP,G,FI,P,0,0,0,35,35
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Czechia,CZE,G,FI,P,5,175,277,172,629
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Denmark,DNK,G,FI,P,0,0,66,0,66
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Estonia,EST,G,FI,P,5,54,18,23,100
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Finland,FIN,G,FI,P,0,0,58,15,73
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,France,FRA,G,FI,P,100,206,953,0,1259
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,0,0,243,73,316
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Georgia,GEO,G,FI,P,0,444,66,215,725
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Greece,GRC,G,FI,P,0,42,130,33,205
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Croatia,HRV,G,FI,P,0,0,13,0,13
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Iceland,ISL,G,FI,P,5,5,0,0,10
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Ireland,IRL,G,FI,P,0,0,25,13,38
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Italy,ITA,G,FI,P,79,1555,848,0,2482
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Japan,JPN,G,FI,P,0,5,0,0,5
